BirthCount, County, Year, Month
847,
787,
810,
803,
796,       95
757,
790,
769,
863,
835,
857,
866,
865,
830,
844,
814,
768,        96
752,
857,
844,
852,
820,
887,
953,
949,
925,
736,
840,
894,        97
773,
860,
860,
848,
839,
951,
888,
907,
881,
840,
958,
896,        98
834,
919,
810,
840,
934,
934,
930,
1000,
918,
851,
922,
827,			99
808,
870,
878,
866,
897,
981,
958,
968,
942,
852,
893,
42,  osage     85
60,
56,
47,
44,
53,
62,
60,
56,
54,
50,
55,
52,            86
44,
41,
48,
40,
48,
69,
47,
48,
44,
44,
40,
48,            87
27,
35,
43,
39,
44,
44,
42,
41,
44,
36,
42,
52,            88
38,
34,
36,
37,
44,
43,
46,
51,
31,
37,
39,
35,            89
38,
42,
47,
36,
31,
46,
47,
39,
45,
43,
32,
37,           90
33,
43,
41,
45,
51,
43,
36,
55,
49,
31,
42,
41,           91
34,
41,
32,
42,
30,
42,
45,
44,
41,
40,
32,
41,          92
27,
39,
47,
41,
34,
43,
36,
46,
45,
40,
31,
34,         93
38,
32,
34,
32,
40,
34,
41,
49,
43,
33,
20,
25,         94
32,
38,
25,
32,
34,
40,
36,
42,
32,
25,
39,
32,         95
30,
36,
30,
31,
46,
34,
32,
34,
38,
20,
25,
46,         96
33,
29,
22,
38,
26,
42,
38,
21,
38,
31,
29,
34,          97
34,
29,
38,
32,
42,
28,
43,
37,
36,
37,
33,
28,          98
28,
34,
40,
29,
35,
43,
25,
33,
43,
32,
39,
35,			99
34,
31,
28,
28,
56,
40,
29,
40,
30,
33,
40,
85,  pottawat  85
70,
77,
87,
74,
72,
84,
87,
81,
70,
70,
101,
72,            86
61,
79,
62,
57,
67,
90,
78,
90,
65,
66,
78,
83,            87
61,
67,
81,
72,
58,
74,
57,
71,
82,
65,
59,
82,           88
60,
61,
72,
58,
52,
71,
65,
63,
77,
72,
64,
74,           89
62,
83,
48,
63,
59,
65,
78,
57,
59,
61,
68,
62,          90
74,
72,
60,
74,
65,
79,
74,
62,
72,
75,
76,
63,          91
57,
64,
61,
79,
78,
76,
92,
80,
70,
49,
60,
62,          92
58,
77,
63,
82,
70,
74,
83,
61,
66,
51,
71,
67,          93
55,
73,
68,
60,
65,
64,
65,
80,
56,
56,
72,
63,          94
59,
69,
69,
66,
58,
70,
80,
82,
52,
62,
54,
76,          95
60,
77,
52,
71,
82,
69,
57,
69,
64,
76,
58,
72,          96
58,
61,
65,
64,
67,
71,
81,
83,
70,
70,
68,
74,         97
49,
74,
75,
78,
52,
86,
89,
78,
71,
68,
75,
69,          98
58,
66,
75,
79,
59,
71,
70,
85,
72,
83,
77,
77,			99
57,
76,
66,
73,
84,
89,
81,
76,
80,
73,
72,
84,  creek   85
75,
90,
70,
75,
76,
87,
96,
82,
88,
75,
89,
76,          86
74,
86,
85,
88,
75,
89,
87,
84,
82,
64,
86,
80,          87
71,
66,
47,
80,
77,
93,
83,
83,
72,
63,
92,
78,         88
66,
61,
63,
55,
76,
70,
77,
76,
85,
70,
77,
72,         89
73,
79,
66,
68,
66,
72,
77,
75,
73,
73,
63,
60,         90
68,
67,
77,
64,
65,
77,
86,
83,
72,
72,
69,
88,         91
61,
73,
74,
73,
70,
74,
75,
73,
80,
71,
62,
76,         92
78,
68,
90,
64,
81,
82,
88,
70,
87,
70,
77,
66,         93
65,
71,
52,
78,
73,
54,
70,
87,
87,
81,
60,
70,         94
70,
75,
67,
62,
68,
80,
62,
77,
64,
61,
69,
67,         95
67,
70,
68,
79,
67,
81,
83,
67,
66,
82,
62,
72,         96
60,
81,
68,
63,
78,
73,
77,
92,
98,
82,
70,
71,         97
76,
64,
67,
70,
66,
87,
73,
72,
73,
79,
99,
79,          98
81,
72,
82,
75,
81,
69,
66,
69,
83,
60,
76,
72,			99
62,
58,
76,
70,
61,
77,
86,
77,
81,
84,
92,
95,  canadian   85
90,
108,
113,
103,
103,
124,
115,
116,
101,
108,
118,
90,             86
93,
90,
90,
92,
81,
100,
107,
103,
110,
73,
90,
82,             87
92,
94,
119,
102,
79,
109,
88,
97,
87,
79,
95,
94,             88
80,
83,
97,
90,
95,
92,
95,
94,
84,
82,
91,
84,             89
77,
103,
106,
71,
84,
94,
100,
103,
79,
76,
95,
80,             90
89,
89,
87,
86,
95,
98,
95,
88,
100,
89,
87,
78,             91
71,
85,
96,
85,
84,
88,
85,
88,
96,
71,
93,
75,             92
70,
77,
66,
83,
77,
98,
71,
93,
80,
66,
86,
82,             93
68,
79,
76,
96,
96,
79,
78,
91,
71,
78,
88,
86,             94
84,
84,
68,
83,
102,
83,
94,
103,
83,
85,
93,
68,             95
58,
78,
86,
86,
81,
90,
87,
96,
94,
76,
91,
76,             96
63,
83,
79,
92,
81,
81,
82,
76,
89,
64,
86,
75,             97
84,
86,
70,
83,
92,
110,
110,
101,
87,
84,
86,
77,            98
70,
92,
103,
96,
88,
99,
103,
97,
72,
75,
87,
81,		 	  99
83,
80,
75,
93,
80,
95,
94,
94,
85,
82,
104,
181, clevelan  85
196,
201,
195,
201,
158,
215,
231,
215,
224,
212,
203,
191,            86
181,
215,
185,
192,
210,
230,
215,
220,
220,
173,
194,
187,            87
162,
193,
199,
184,
201,
205,
195,
198,
184,
175,
180,
158,            88
171,
218,
155,
169,
199,
195,
232,
206,
171,
184,
158,
188,            89
182,
210,
166,
179,
201,
184,
203,
213,
189,
201,
184,
163,            90
166,
196,
170,
169,
173,
215,
203,
170,
187,
204,
163,
183,             91
165,
174,
201,
199,
184,
233,
190,
230,
188,
170,
217,
210,             92
181,
177,
194,
179,
202,
194,
205,
195,
173,
164,
182,
173,              93
154,
201,
163,
169,
189,
210,
180,
169,
187,
177,
179,
181,              94
150,
165,
186,
167,
198,
199,
179,
174,
198,
179,
197,
193,              95
155,
175,
185,
188,
217,
206,
200,
188,
205,
181,
159,
182,              96
157,
185,
196,
173,
190,
222,
219,
185,
198,
179,
188,
187,              97
171,
175,
219,
184,
218,
219,
210,
199,
185,
187,
214,
196,              98
195,
198,
212,
199,
188,
233,
201,
237,
203,
182,
209,
196,				99
151,
211,
190,
213,
190,
207,
181,
216,
198,
198,
193,
220,   comanche   85
194,
189,
216,
206,
212,
219,
232,
242,
215,
203,
216,
226,              86
177,
198,
182,
183,
216,
245,
224,
236,
203,
167,
218,
192,              87
144,
181,
192,
191,
226,
219,
197,
219,
192,
181,
198,
215,              88
168,
210,
164,
164,
173,
203,
208,
223,
192,
158,
183,
176,              89
185,
163,
159,
189,
211,
218,
203,
189,
199,
175,
180,
165,              90
153,
198,
178,
191,
184,
192,
203,
182,
174,
172,
142,
141,              91
159,
164,
158,
214,
162,
153,
165,
164,
152,
136,
167,
233,              92
237,
190,
192,
184,
193,
177,
241,
221,
203,
209,
199,
195,              93
175,
197,
187,
177,
176,
180,
205,
199,
191,
163,
163,
192,              94
166,
180,
155,
154,
186,
164,
214,
186,
173,
169,
164,
160,              95
156,
172,
172,
140,
177,
205,
171,
159,
181,
163,
168,
171,              96
164,
166,
157,
164,
145,
176,
184,
175,
177,
138,
178,
176,              97
168,
187,
185,
188,
165,
173,
185,
184,
180,
169,
203,
184,              98
160,
168,
164,
166,
160,
158,
196,
207,
158,
151,
193,
153,				99
160,
184,
139,
151,
169,
143,
180,
194,
154,
167,
145,
28,   mcclain     85
28,
26,
28,
35,
35,
36,
29,
19,
28,
25,
37,
22,               86
22,
23,
35,
35,
28,
26,
19,
35,
44,
28,
26,
21,               87
20,
24,
20,
22,
27,
27,
21,
29,
24,
24,
31,
24,               88
20,
24,
26,
25,
27,
25,
30,
20,
34,
24,
24,
25,               89
27,
25,
22,
23,
21,
23,
22,
21,
19,
14,
23,
24,               90
32,
30,
31,
22,
29,
32,
30,
26,
30,
16,
22,
26,               91
32,
29,
10,
38,
21,
19,
23,
22,
26,
32,
22,
21,               92
21,
32,
31,
29,
21,
31,
27,
27,
22,
19,
26,
22,               93
28,
21,
24,
24,
30,
15,
34,
26,
24,
18,
22,
23,               94
24,
28,
42,
32,
37,
28,
38,
19,
32,
18,
23,
26,               95
25,
24,
18,
27,
26,
30,
30,
19,
28,
27,
20,
25,               96
16,
16,
27,
26,
27,
25,
32,
24,
25,
25,
21,
20,               97
28,
18,
23,
29,
28,
35,
22,
22,
23,
33,
38,
22,               98
40,
29,
32,
33,
36,
18,
31,
20,
36,
28,
31,
30,				99
24,
29,
26,
26,
28,
29,
35,
36,
34,
34,
36,
34,   logan       85
32,
44,
35,
37,
46,
42,
38,
41,
30,
36,
46,
34,               86
30,
41,
29,
36,
35,
50,
40,
33,
25,
39,
26,
34,               87
42,
39,
32,
38,
20,
26,
34,
33,
32,
42,
28,
34,               88
39,
31,
23,
34,
29,
25,
38,
17,
31,
31,
31,
33,               89
32,
35,
24,
29,
33,
27,
22,
24,
33,
28,
37,
26,               90
25,
39,
29,
31,
29,
34,
28,
33,
25,
27,
29,
34,               91
21,
28,
28,
30,
34,
27,
22,
35,
28,
34,
32,
29,               92
23,
26,
37,
20,
22,
39,
26,
36,
32,
27,
26,
27,               93
46,
36,
24,
18,
30,
29,
39,
28,
39,
28,
33,
26,               94
15,
36,
21,
30,
17,
26,
39,
23,
27,
25,
29,
35,              95
24,
38,
22,
33,
35,
30,
33,
30,
26,
28,
27,
23,              96
20,
41,
19,
19,
32,
20,
38,
27,
29,
29,
29,
28,              97
25,
43,
31,
28,
25,
41,
33,
29,
19,
29,
24,
30,               98
39,
36,
35,
25,
32,
35,
38,
27,
30,
24,
34,
19,			99
21,
32,
35,
22,
28,
28,
32,
26,
28,
22,
30,
